MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,OLATITUDE,OLONGITUDE,DESTINATION_AIRPORT,DLATITUDE,DLONGITUDE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,Departure,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1,9,B6,575,JFK,40.63975,-73.77893,MSY,29.99339,-90.25803,1455,1551,15.85,1736,57,0,1,0,7,49,0
1,9,DL,2006,LGA,40.63975,-73.77893,MSY,29.99339,-90.25803,805,805,8.083333333,1050,77,0,77,0,0,0,0
1,9,DL,428,JFK,40.63975,-73.77893,MSY,29.99339,-90.25803,800,846,8.766666667,1041,119,0,73,0,0,0,46
1,9,NK,188,LGA,40.63975,-73.77893,MYR,33.67975,-78.92833,1840,1941,19.68333333,2040,57,0,51,0,6,0,0
1,9,NK,921,LGA,40.63975,-73.77893,MYR,33.67975,-78.92833,1140,,0,1337,,1,,,,,
1,9,UA,681,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1227,1243,12.71666667,1410,15,0,0,0,0,3,12
1,9,UA,691,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1800,1757,17.95,1940,15,0,15,0,0,0,0
1,9,AA,199,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,1710,1734,17.56666667,1906,27,0,3,0,21,3,0
1,9,AA,343,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1611,1703,17.05,1805,29,0,0,0,0,27,2
1,9,UA,695,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,2000,1948,19.8,2145,29,0,29,0,0,0,0
1,9,AA,190,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,759,807,8.116666667,952,36,0,28,0,0,0,8
1,9,UA,1136,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1500,1548,15.8,1639,40,0,0,0,0,33,7
1,9,UA,685,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1600,1557,15.95,1745,55,0,55,0,0,0,0
1,9,NK,847,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,830,855,8.916666667,1008,69,0,44,0,0,25,0
1,9,AA,307,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,631,649,6.816666667,815,73,0,55,0,18,0,0
1,9,AA,317,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,845,923,9.383333333,1030,77,0,39,0,0,0,38
1,9,B6,905,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,829,826,8.433333333,1018,83,0,83,0,0,0,0
1,9,AA,345,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1709,1833,18.55,1900,91,0,7,0,0,84,0
1,9,NK,331,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,2155,2248,22.8,2322,94,0,94,0,0,0,0
1,9,UA,689,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1700,1807,18.11666667,1838,106,0,42,0,0,64,0
1,9,UA,711,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,900,1103,11.05,1048,108,0,0,0,0,0,108
1,9,UA,693,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1900,1950,19.83333333,2049,120,0,70,0,0,50,0
1,9,AA,329,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1133,1351,13.85,1315,129,0,0,0,0,129,0
1,9,UA,1143,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,700,922,9.366666667,844,133,0,0,0,0,0,133
1,9,UA,1282,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1300,1544,15.73333333,1440,186,0,22,0,0,145,19
1,9,UA,683,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1400,1608,16.13333333,1535,206,0,78,0,70,58,0
1,9,AA,325,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,945,1352,13.86666667,1130,232,0,0,0,0,232,0
1,9,UA,463,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,800,,0,940,,1,,,,,
1,9,UA,673,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1000,,0,1145,,1,,,,,
1,9,AA,327,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1023,,0,1210,,1,,,,,
1,9,UA,1579,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1100,,0,1247,,1,,,,,
1,9,AA,331,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1215,,0,1357,,1,,,,,
1,9,AA,359,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1848,,0,2035,,1,,,,,
1,9,MQ,3169,JFK,40.63975,-73.77893,ORF,36.89461,-76.20122,1530,1549,15.81666667,1705,16,0,0,0,16,0,0
1,9,EV,5509,LGA,40.63975,-73.77893,ORF,36.89461,-76.20122,905,,0,1037,,1,,,,,
1,9,MQ,3556,LGA,40.63975,-73.77893,ORF,36.89461,-76.20122,941,,0,1113,,1,,,,,
1,9,DL,2174,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1200,1254,12.9,1519,25,0,0,0,0,25,0
1,9,B6,1161,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1629,1657,16.95,1936,29,0,1,0,0,28,0
1,9,DL,1814,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1435,1510,15.16666667,1752,35,0,0,0,11,24,0
1,9,B6,461,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,724,723,7.383333333,1023,55,0,55,0,0,0,0
1,9,B6,761,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1945,2052,20.86666667,2245,72,0,5,0,0,67,0
1,9,AA,1382,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,730,741,7.683333333,1031,77,0,66,0,0,0,11
1,9,B6,753,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,1615,1805,18.08333333,1920,97,0,0,18,0,79,0
1,9,DL,2395,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,754,810,8.166666667,1116,97,0,81,0,16,0,0
1,9,B6,653,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,900,856,8.933333333,1206,129,0,129,0,0,0,0
1,9,DL,2462,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,805,948,9.8,1115,132,0,29,0,0,0,103
1,9,B6,561,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1419,1646,16.76666667,1719,159,0,12,0,14,133,0
1,9,B6,1205,JFK,40.63975,-73.77893,PDX,45.58872,-122.5975,2029,2215,22.25,2349,114,0,8,0,0,106,0
1,9,US,654,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,1330,1349,13.81666667,1713,23,0,4,0,0,0,19
1,9,B6,135,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,1859,1958,19.96666667,2246,50,0,0,0,0,50,0
1,9,US,639,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,1620,1731,17.51666667,2004,54,0,0,0,37,17,0
1,9,US,597,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,959,1107,11.11666667,1336,96,0,28,0,0,0,68
1,9,DL,482,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,815,1013,10.21666667,1203,135,0,17,0,0,0,118
1,9,B6,308,JFK,40.63975,-73.77893,PWM,43.64617,-70.30875,1330,1450,14.83333333,1440,92,0,12,0,4,76,0
1,9,B6,208,JFK,40.63975,-73.77893,PWM,43.64617,-70.30875,905,919,9.316666667,1019,96,0,82,0,0,0,14
1,9,MQ,3295,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1459,1526,15.43333333,1654,17,0,0,0,0,17,0
1,9,MQ,3471,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1700,1719,17.31666667,1847,24,0,5,0,0,19,0
1,9,MQ,3536,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1550,1619,16.31666667,1738,34,0,5,0,29,0,0
1,9,MQ,3305,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1305,1303,13.05,1447,38,0,38,0,0,0,0
1,9,MQ,3361,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1240,1311,13.18333333,1421,43,0,12,0,6,25,0
1,9,MQ,3465,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,815,814,8.233333333,958,50,0,50,0,0,0,0
1,9,MQ,3257,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,2100,2200,22,2237,70,0,10,0,60,0,0
1,9,MQ,3502,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1820,2002,20.03333333,2006,99,0,0,0,99,0,0
1,9,B6,1185,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1726,2009,20.15,1912,170,0,7,0,157,6,0
1,9,B6,885,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,739,1010,10.16666667,924,207,0,56,0,132,0,19
1,9,EV,5393,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,830,,0,1030,,1,,,,,
1,9,MQ,3364,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,929,,0,1120,,1,,,,,
1,9,MQ,3463,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1012,,0,1201,,1,,,,,
1,9,EV,5524,LGA,40.63975,-73.77893,RIC,37.50517,-77.31967,820,,0,1002,,1,,,,,
1,9,EV,5337,LGA,40.63975,-73.77893,RIC,37.50517,-77.31967,1900,,0,2030,,1,,,,,
1,9,EV,5450,LGA,40.63975,-73.77893,ROC,43.11887,-77.67238,1530,1710,17.16666667,1707,75,0,0,0,0,75,0
1,9,B6,586,JFK,40.63975,-73.77893,ROC,43.11887,-77.67238,920,920,9.333333333,1044,79,0,79,0,0,0,0
1,9,B6,1639,LGA,40.63975,-73.77893,RSW,26.53617,-81.75517,959,1005,10.08333333,1327,42,0,36,0,6,0,0
1,9,B6,1129,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,1155,1228,12.46666667,1508,56,0,23,0,0,0,33
1,9,DL,496,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,1125,1345,13.75,1450,141,0,1,0,0,0,140
1,9,B6,89,JFK,40.63975,-73.77893,SAN,32.73356,-117.18966,1640,1714,17.23333333,1958,17,0,0,0,17,0,0
1,9,AA,95,JFK,40.63975,-73.77893,SAN,32.73356,-117.18966,1720,1800,18,2040,26,0,0,0,19,7,0
1,9,B6,189,JFK,40.63975,-73.77893,SAN,32.73356,-117.18966,918,924,9.4,1232,80,0,74,0,6,0,0
1,9,B6,841,JFK,40.63975,-73.77893,SAV,32.12758,-81.20214,800,759,7.983333333,1020,61,0,61,0,0,0,0
1,9,B6,1041,JFK,40.63975,-73.77893,SAV,32.12758,-81.20214,1440,1543,15.71666667,1701,62,0,4,0,0,58,0
1,9,MQ,3599,LGA,40.63975,-73.77893,SDF,38.17439,-85.736,830,908,9.133333333,1045,97,0,59,0,0,38,0
1,9,MQ,3416,LGA,40.63975,-73.77893,SDF,38.17439,-85.736,1859,,0,2112,,1,,,,,
1,9,AA,235,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1835,1858,18.96666667,2159,41,0,18,0,23,0,0
1,9,B6,263,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1731,1810,18.16666667,2047,54,0,15,0,3,36,0
1,9,DL,405,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,900,1111,11.18333333,1232,142,0,11,0,0,0,131
1,9,DL,46,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,815,839,8.65,1201,19,0,0,0,7,12,0
1,9,VX,11,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,730,742,7.7,1115,22,0,0,12,0,0,10
1,9,AA,179,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1030,1038,10.63333333,1407,29,0,21,0,0,0,8
1,9,UA,766,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1200,1229,12.48333333,1540,31,0,2,0,29,0,0
1,9,B6,615,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,945,1003,10.05,1322,61,0,43,0,18,0,0
1,9,DL,434,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1130,1230,12.5,1507,61,0,1,0,0,0,60
1,9,VX,23,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1030,1113,11.21666667,1410,67,0,67,0,0,0,0
1,9,AA,15,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,800,922,9.366666667,1141,110,0,28,0,0,0,82
1,9,DL,462,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,700,713,7.216666667,1034,22,0,9,0,0,0,13
1,9,B6,71,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,1834,1842,18.7,2152,23,0,15,0,8,0,0
1,9,DL,436,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,1100,1209,12.15,1422,72,0,3,0,0,0,69
1,9,DL,245,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,1905,2038,20.63333333,2236,73,0,0,0,23,50,0
1,9,DL,2275,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,930,1052,10.86666667,1304,83,0,1,0,0,0,82
1,9,B6,163,JFK,40.63975,-73.77893,SRQ,27.39533,-82.55411,703,700,7,1020,105,0,105,0,0,0,0
1,9,B6,431,LGA,40.63975,-73.77893,SRQ,27.39533,-82.55411,1330,1558,15.96666667,1641,178,0,30,0,44,104,0
1,9,MQ,3134,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1040,1055,10.91666667,1234,20,0,5,0,0,15,0
1,9,MQ,2935,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1655,1716,17.26666667,1851,24,0,3,0,4,17,0
1,9,WN,3310,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,655,654,6.9,855,40,0,40,0,0,0,0
1,9,MQ,3620,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1425,1526,15.43333333,1614,74,0,13,0,0,52,9
1,9,MQ,2924,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1925,2143,21.71666667,2117,130,0,0,0,27,103,0
1,9,MQ,3640,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1229,,0,1423,,1,,,,,
1,9,WN,731,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1455,,0,1700,,1,,,,,
1,9,B6,316,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,1252,1420,14.33333333,1403,88,0,0,0,8,80,0
1,9,B6,116,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,944,1038,10.63333333,1055,92,0,38,0,0,0,54
1,9,B6,1816,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,2229,25,0.416666667,2338,107,0,0,0,6,101,0
1,9,B6,325,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1425,1441,14.68333333,1725,28,0,12,0,16,0,0
1,9,DL,2280,LGA,40.63975,-73.77893,TPA,27.97547,-82.53325,754,746,7.766666667,1111,29,0,29,0,0,0,0
1,9,B6,1717,LGA,40.63975,-73.77893,TPA,27.97547,-82.53325,735,734,7.566666667,1043,53,0,53,0,0,0,0
1,9,DL,2165,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,800,845,8.75,1114,58,0,13,0,0,0,45
1,9,DL,433,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1456,1622,16.36666667,1817,62,0,0,0,0,46,16
1,9,DL,1808,LGA,40.63975,-73.77893,TPA,27.97547,-82.53325,1115,1137,11.61666667,1435,79,0,57,0,14,8,0
1,9,B6,925,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1000,1032,10.53333333,1304,81,0,49,0,0,0,32
1,9,DL,431,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1059,1334,13.56666667,1407,154,0,0,0,0,94,60
1,9,B6,1117,LGA,40.63975,-73.77893,TPA,27.97547,-82.53325,1530,1831,18.51666667,1846,171,0,0,0,29,142,0
1,9,DL,2057,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1832,2101,21.01666667,2146,225,0,76,0,42,107,0
1,9,B6,1025,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,835,,0,1142,,1,,,,,
1,9,MQ,3340,LGA,40.63975,-73.77893,TYS,35.81249,-83.99286,1130,1125,11.41666667,1333,43,0,43,0,0,0,0
1,9,MQ,3550,LGA,40.63975,-73.77893,XNA,36.28187,-94.30681,630,621,6.35,859,18,0,18,0,0,0,0
1,10,DL,465,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1530,1612,16.2,1812,24,0,0,0,24,0,0
1,10,WN,1523,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,705,749,7.816666667,950,29,0,0,0,29,0,0
1,10,DL,221,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1500,1557,15.95,1751,33,0,0,0,0,33,0
1,10,DL,479,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,830,949,9.816666667,1111,52,0,0,0,52,0,0
1,10,B6,1295,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,2100,2309,23.15,22,112,0,0,0,62,50,0
1,10,DL,2678,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1200,1246,12.76666667,1315,22,0,0,0,5,17,0
1,10,B6,1273,JFK,40.63975,-73.77893,CHS,32.89865,-80.04051,735,740,7.666666667,947,20,0,15,0,5,0,0
1,10,US,894,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1705,1751,17.85,1914,18,0,0,0,0,18,0
1,10,MQ,3639,JFK,40.63975,-73.77893,CMH,39.99799,-82.89188,1530,1615,16.25,1730,37,0,0,0,2,35,0
1,10,VX,765,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1140,1141,11.68333333,1450,60,0,60,0,0,0,0
1,10,MQ,3370,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,848,851,8.85,1009,29,0,29,0,0,0,0
1,10,UA,1228,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1200,1355,13.91666667,1434,105,0,0,0,105,0,0
1,10,AA,2283,JFK,40.63975,-73.77893,EGE,39.64257,-106.9177,1730,1856,18.93333333,2022,87,0,1,0,14,72,0
1,10,DL,2577,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1900,1952,19.86666667,2221,35,0,0,0,35,0,0
1,10,DL,497,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1050,1050,10.83333333,1403,37,0,37,0,0,0,0
1,10,B6,1701,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,840,922,9.366666667,1156,54,0,12,0,42,0,0
1,10,B6,1507,JFK,40.63975,-73.77893,IAD,38.94453,-77.45581,2145,2202,22.03333333,2300,23,0,6,0,16,1,0
1,10,EV,5736,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,1015,1131,11.51666667,1140,53,0,53,0,0,0,0
1,10,B6,477,JFK,40.63975,-73.77893,JAX,30.49406,-81.68786,1459,1632,16.53333333,1747,76,0,74,0,0,2,0
1,10,B6,411,JFK,40.63975,-73.77893,LAS,36.08036,-115.15233,957,1025,10.41666667,1248,22,0,0,0,22,0,0
1,10,B6,611,JFK,40.63975,-73.77893,LAS,36.08036,-115.15233,2129,2310,23.16666667,18,83,0,0,0,0,16,67
1,10,EV,5306,LGA,40.63975,-73.77893,MCI,39.29761,-94.71391,930,1042,10.7,1209,37,0,0,0,37,0,0
1,10,B6,483,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,905,901,9.016666667,1205,15,0,15,0,0,0,0
1,10,DL,2423,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,815,822,8.366666667,1120,33,0,26,0,7,0,0
1,10,DL,2159,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,1855,2019,20.31666667,2159,59,0,21,0,20,18,0
1,10,B6,499,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,2100,2253,22.88333333,2349,96,0,0,0,3,93,0
1,10,AA,1531,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1355,1355,13.91666667,1718,15,0,15,0,0,0,0
1,10,AA,1101,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,650,721,7.35,1008,21,0,0,0,0,0,21
1,10,F9,1255,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1720,1834,18.56666667,2040,49,0,0,0,20,29,0
1,10,AA,1297,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,600,734,7.566666667,913,94,0,0,0,94,0,0
1,10,AA,2451,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,700,846,8.766666667,1020,98,0,0,0,98,0,0
1,10,AA,1646,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1055,1430,14.5,1408,220,0,5,0,14,201,0
1,10,AA,2387,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1915,,0,2230,,1,,,,,
1,10,AA,1133,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1055,,0,1416,,1,,,,,
1,10,DL,2239,JFK,40.63975,-73.77893,MSP,44.88055,-93.21692,815,828,8.466666667,1034,50,0,37,0,13,0,0
1,10,NK,188,LGA,40.63975,-73.77893,MYR,33.67975,-78.92833,1840,2022,20.36666667,2040,85,0,11,0,0,74,0
1,10,AA,359,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1848,1919,19.31666667,2035,17,0,0,0,0,17,0
1,10,UA,1735,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1700,1705,17.08333333,1839,19,0,19,0,0,0,0
1,10,AA,199,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,1710,1745,17.75,1906,30,0,0,0,15,15,0
1,10,UA,1196,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1500,1619,16.31666667,1639,58,0,0,0,58,0,0
1,10,B6,561,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1419,1452,14.86666667,1719,18,0,0,0,18,0,0
1,10,B6,2053,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,2146,2226,22.43333333,41,22,0,0,0,4,18,0
1,10,B6,1161,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1629,1713,17.21666667,1936,24,0,0,0,4,20,0
1,10,DL,486,JFK,40.63975,-73.77893,PDX,45.58872,-122.5975,1839,1902,19.03333333,2208,35,0,12,0,23,0,0
1,10,B6,308,JFK,40.63975,-73.77893,PWM,43.64617,-70.30875,1330,1324,13.4,1440,21,0,21,0,0,0,0
1,10,MQ,3463,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1012,1055,10.91666667,1201,26,0,0,0,22,4,0
1,10,B6,586,JFK,40.63975,-73.77893,ROC,43.11887,-77.67238,905,902,9.033333333,1029,19,0,19,0,0,0,0
1,10,B6,1129,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,1155,1223,12.38333333,1508,27,0,0,0,27,0,0
1,10,B6,263,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1731,1741,17.68333333,2047,24,0,14,0,10,0,0
1,10,DL,419,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1600,1618,16.3,1922,29,0,11,0,18,0,0
1,10,DL,405,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,900,1010,10.16666667,1228,89,0,19,0,70,0,0
1,10,AA,235,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1835,2022,20.36666667,2159,136,0,29,0,107,0,0
1,10,VX,11,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,730,808,8.133333333,1115,15,0,0,0,15,0,0
1,10,AA,15,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,800,836,8.6,1141,42,0,6,0,36,0,0
1,10,DL,432,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1100,1229,12.48333333,1434,68,0,0,0,68,0,0
1,10,B6,431,LGA,40.63975,-73.77893,SRQ,27.39533,-82.55411,1330,1559,15.98333333,1641,130,0,0,0,61,69,0
1,10,B6,116,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,944,940,9.666666667,1055,25,0,25,0,0,0,0
1,10,B6,925,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1000,954,9.9,1304,15,0,15,0,0,0,0
1,10,DL,2057,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1842,1946,19.76666667,2154,62,0,62,0,0,0,0
1,11,DL,492,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1720,1734,17.56666667,2006,16,0,2,0,14,0,0
1,11,DL,460,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1925,2008,20.13333333,2209,19,0,0,0,19,0,0
1,11,MQ,3236,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1910,1958,19.96666667,2147,30,0,0,0,16,14,0
1,11,DL,465,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1530,1621,16.35,1814,49,0,0,0,42,7,0
1,11,AA,291,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,1700,1744,17.73333333,2025,19,0,0,0,2,17,0
1,11,EV,5074,LGA,40.63975,-73.77893,BHM,33.56294,-86.75355,1330,1619,16.31666667,1519,151,0,0,0,151,0,0
1,11,MQ,2949,JFK,40.63975,-73.77893,BNA,36.12448,-86.67818,1655,1655,16.91666667,1831,15,0,15,0,0,0,0
1,11,WN,238,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1755,1812,18.2,1940,20,0,3,0,0,17,0
1,11,B6,1418,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,800,829,8.483333333,912,17,0,0,0,8,9,0
1,11,AA,1096,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1559,1628,16.46666667,1714,32,0,3,0,29,0,0
1,11,AA,2314,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,2025,2146,21.76666667,2135,76,0,0,0,8,68,0
1,11,B6,918,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1645,1903,19.05,1759,130,0,0,0,15,115,0
1,11,B6,2302,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1630,1735,17.58333333,1759,72,0,7,0,46,19,0
1,11,EV,5459,LGA,40.63975,-73.77893,BUF,42.94052,-78.73217,1640,1836,18.6,1818,110,0,0,0,110,0,0
1,11,B6,2202,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1836,2043,20.71666667,2005,128,0,1,0,21,106,0
1,11,MQ,3044,JFK,40.63975,-73.77893,BWI,39.1754,-76.6682,1629,1648,16.8,1738,16,0,0,0,0,16,0
1,11,EV,4995,LGA,40.63975,-73.77893,CHO,38.13864,-78.45286,2045,2207,22.11666667,2215,67,0,0,0,0,67,0
1,11,US,1843,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1256,1346,13.76666667,1502,28,0,0,0,5,23,0
1,11,US,1972,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,1200,1328,13.46666667,1401,69,0,0,0,69,0,0
1,11,MQ,3526,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1720,1720,17.33333333,1916,18,0,18,0,0,0,0
1,11,MQ,3535,JFK,40.63975,-73.77893,CMH,39.99799,-82.89188,1850,1849,18.81666667,2039,19,0,19,0,0,0,0
1,11,MQ,3391,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1938,2001,20.01666667,2137,25,0,2,0,0,23,0
1,11,WN,1814,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,2030,2057,20.95,2340,15,0,9,0,0,6,0
1,11,WN,702,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1720,1826,18.43333333,2040,46,0,0,0,39,7,0
1,11,US,2195,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,2000,2038,20.63333333,2124,19,0,0,0,19,0,0
