MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,OLATITUDE,OLONGITUDE,DESTINATION_AIRPORT,DLATITUDE,DLONGITUDE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,Departure,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1,7,US,2179,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1200,1241,12.68333333,1318,60,0,19,0,0,41,0
1,7,US,2183,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1400,1501,15.01666667,1515,63,0,2,0,0,61,0
1,7,US,2181,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1300,1354,13.9,1418,84,0,30,0,0,49,5
1,7,US,2191,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1800,1926,19.43333333,1922,86,0,0,0,0,86,0
1,7,AA,1029,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1600,1730,17.5,1721,103,0,13,0,90,0,0
1,7,MQ,3370,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,848,1135,11.58333333,1009,166,0,0,0,0,166,0
1,7,MQ,3378,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1305,1655,16.91666667,1423,235,0,5,0,0,230,0
1,7,MQ,3225,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1110,,0,1234,,1,,,,,
1,7,MQ,3365,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1729,,0,1858,,1,,,,,
1,7,US,2177,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1100,,0,1216,,1,,,,,
1,7,US,2189,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1700,,0,1822,,1,,,,,
1,7,US,2195,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,2000,,0,2124,,1,,,,,
1,7,UA,1123,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1200,1244,12.73333333,1434,39,0,9,0,0,30,0
1,7,WN,805,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1010,1054,10.9,1250,92,0,48,0,24,20,0
1,7,AA,1131,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,925,925,9.416666667,1239,28,0,28,0,0,0,0
1,7,AA,1107,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,645,701,7.016666667,955,34,0,18,0,16,0,0
1,7,AA,1100,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1101,1102,11.03333333,1415,34,0,34,0,0,0,0
1,7,AA,1121,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,818,836,8.6,1130,37,0,19,0,18,0,0
1,7,AA,1114,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1459,1554,15.9,1818,41,0,0,0,0,41,0
1,7,AA,1120,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1554,1634,16.56666667,1910,46,0,6,0,18,22,0
1,7,NK,917,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1250,1334,13.56666667,1603,67,0,67,0,0,0,0
1,7,AA,1110,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1329,1323,13.38333333,1643,75,0,75,0,0,0,0
1,7,AA,1138,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1629,1802,18.03333333,1945,93,0,0,0,59,34,0
1,7,AA,1108,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1245,1356,13.93333333,1557,116,0,45,0,0,35,36
1,7,AA,1104,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1151,1629,16.48333333,1505,294,0,16,0,258,20,0
1,7,DL,629,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1245,1242,12.7,1447,26,0,26,0,0,0,0
1,7,DL,2496,JFK,40.63975,-73.77893,DTW,42.21206,-83.34884,1937,2040,20.66666667,2157,50,0,0,0,0,50,0
1,7,DL,2131,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1825,1949,19.81666667,2047,61,0,0,0,4,57,0
1,7,DL,2449,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1100,1152,11.86666667,1306,74,0,74,0,0,0,0
1,7,DL,2231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1630,1827,18.45,1849,90,0,0,0,12,78,0
1,7,DL,1231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1434,1548,15.8,1646,93,0,19,0,0,61,13
1,7,NK,711,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1645,1845,18.75,1854,98,0,98,0,0,0,0
1,7,MQ,3533,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1140,1322,13.36666667,1341,124,0,22,0,0,99,3
1,7,MQ,3478,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,929,,0,1136,,1,,,,,
1,7,MQ,3231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1410,,0,1609,,1,,,,,
1,7,B6,1401,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1323,1339,13.65,1629,17,0,1,0,16,0,0
1,7,DL,2577,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1920,2004,20.06666667,2243,20,0,0,0,20,0,0
1,7,B6,1,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1000,1012,10.2,1307,30,0,18,0,12,0,0
1,7,B6,301,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1426,1454,14.9,1734,38,0,10,0,28,0,0
1,7,DL,2302,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1300,1314,13.23333333,1623,42,0,28,0,0,14,0
1,7,NK,705,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,630,629,6.483333333,936,46,0,46,0,0,0,0
1,7,B6,971,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1042,1123,11.38333333,1354,82,0,41,0,10,31,0
1,7,DL,2562,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1100,1057,10.95,1426,82,0,82,0,0,0,0
1,7,B6,1201,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,2000,2101,21.01666667,2308,88,0,27,0,9,52,0
1,7,NK,197,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1050,1149,11.81666667,1404,95,0,95,0,0,0,0
1,7,B6,1271,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1940,2118,21.3,2247,100,0,2,0,27,71,0
1,7,DL,2300,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1859,2107,21.11666667,2227,110,0,0,0,2,108,0
1,7,B6,1171,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1445,1628,16.46666667,1800,127,0,24,0,16,87,0
1,7,B6,1371,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,2130,43,0.716666667,26,194,0,1,0,0,193,0
1,7,NK,779,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1940,42,0.7,2248,292,0,292,0,0,0,0
1,7,NK,171,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,1530,,0,1848,,1,,,,,
1,7,EV,5330,LGA,40.63975,-73.77893,GSO,36.09775,-79.9373,1555,1826,18.43333333,1749,147,0,0,0,4,143,0
1,7,MQ,3199,LGA,40.63975,-73.77893,GSO,36.09775,-79.9373,1505,,0,1650,,1,,,,,
1,7,MQ,3384,LGA,40.63975,-73.77893,GSO,36.09775,-79.9373,1730,,0,1913,,1,,,,,
1,7,EV,5505,LGA,40.63975,-73.77893,GSO,36.09775,-79.9373,1815,,0,2019,,1,,,,,
1,7,B6,581,JFK,40.63975,-73.77893,HOU,29.64542,-95.27889,1420,1426,14.43333333,1732,22,0,16,0,6,0,0
1,7,WN,468,LGA,40.63975,-73.77893,HOU,29.64542,-95.27889,1215,1248,12.8,1545,35,0,6,0,0,29,0
1,7,WN,3674,LGA,40.63975,-73.77893,HOU,29.64542,-95.27889,1555,1641,16.68333333,1925,36,0,0,0,10,26,0
1,7,B6,1507,JFK,40.63975,-73.77893,IAD,38.94453,-77.45581,2145,2248,22.8,2300,55,0,0,0,7,48,0
1,7,EV,5689,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,1015,1014,10.23333333,1140,58,0,58,0,0,0,0
1,7,EV,5731,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,1433,1525,15.41666667,1557,66,0,14,0,13,39,0
1,7,EV,5747,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,603,,0,723,,1,,,,,
1,7,EV,5776,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,1055,,0,1220,,1,,,,,
1,7,EV,5769,LGA,40.63975,-73.77893,IAD,38.94453,-77.45581,1922,,0,2048,,1,,,,,
1,7,UA,1454,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,630,647,6.783333333,944,34,0,34,0,0,0,0
1,7,UA,234,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,1010,1008,10.13333333,1335,35,0,35,0,0,0,0
1,7,UA,395,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,1653,1757,17.95,2006,50,0,0,0,0,44,6
1,7,UA,210,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,1452,1702,17.03333333,1809,112,0,0,0,0,109,3
1,7,UA,221,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,1830,2136,21.6,2143,150,0,0,0,67,83,0
1,7,UA,749,LGA,40.63975,-73.77893,IAH,29.98047,-95.33972,1342,1707,17.11666667,1655,197,0,0,0,0,189,8
1,7,MQ,3202,JFK,40.63975,-73.77893,IND,39.71733,-86.29438,1530,1606,16.1,1804,20,0,0,0,20,0,0
1,7,DL,480,JFK,40.63975,-73.77893,LAS,36.08036,-115.15233,800,837,8.616666667,1102,17,0,0,0,0,0,17
1,7,AA,21,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,1845,1911,19.18333333,2211,16,0,0,0,16,0,0
1,7,AA,33,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,800,806,8.1,1133,17,0,11,0,6,0,0
1,7,DL,422,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,900,940,9.666666667,1235,22,0,0,0,0,0,22
1,7,UA,445,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,1950,2019,20.31666667,2306,25,0,25,0,0,0,0
1,7,AA,293,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,1945,2022,20.36666667,2318,32,0,0,0,21,11,0
1,7,DL,427,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,2110,2331,23.51666667,45,104,0,0,0,0,2,102
1,7,AA,185,JFK,40.63975,-73.77893,LAX,33.94254,-118.40807,2055,2329,23.48333333,28,144,0,0,0,46,98,0
1,7,MQ,3349,LGA,40.63975,-73.77893,LIT,34.7294,-92.22425,1800,1931,19.51666667,1944,108,0,22,0,0,86,0
1,7,EV,5185,LGA,40.63975,-73.77893,MCI,39.29761,-94.71391,825,839,8.65,1104,25,0,11,0,14,0,0
1,7,EV,5157,LGA,40.63975,-73.77893,MCI,39.29761,-94.71391,2030,,0,2303,,1,,,,,
1,7,DL,2619,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,815,840,8.666666667,1123,22,0,0,0,0,0,22
1,7,DL,1685,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1404,1404,14.06666667,1717,23,0,23,0,0,0,0
1,7,B6,1783,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,750,808,8.133333333,1050,25,0,25,0,0,0,0
1,7,AA,2393,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,700,705,7.083333333,1008,26,0,26,0,0,0,0
1,7,DL,2181,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1600,1556,15.93333333,1917,28,0,28,0,0,0,0
1,7,B6,1199,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1312,1341,13.68333333,1609,54,0,25,0,14,15,0
1,7,DL,1585,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1829,1947,19.78333333,2142,56,0,0,0,3,53,0
1,7,B6,883,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,2000,2017,20.28333333,2253,63,0,46,0,13,4,0
1,7,DL,1788,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1140,1216,12.26666667,1452,65,0,29,0,10,26,0
1,7,DL,1885,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,918,1004,10.06666667,1244,95,0,49,0,36,10,0
1,7,B6,583,JFK,40.63975,-73.77893,MCO,28.42889,-81.31603,600,717,7.283333333,851,101,0,24,0,77,0,0
1,7,B6,499,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,2100,2353,23.88333333,2349,164,0,0,0,7,157,0
1,7,B6,299,LGA,40.63975,-73.77893,MCO,28.42889,-81.31603,1755,,0,2055,,1,,,,,
1,7,WN,3208,LGA,40.63975,-73.77893,MDW,41.78598,-87.75242,1555,1632,16.53333333,1740,16,0,0,0,0,16,0
1,7,WN,2187,LGA,40.63975,-73.77893,MDW,41.78598,-87.75242,1135,1140,11.66666667,1315,19,0,19,0,0,0,0
1,7,WN,762,LGA,40.63975,-73.77893,MDW,41.78598,-87.75242,2055,2135,21.58333333,2225,23,0,0,0,22,1,0
1,7,WN,1064,LGA,40.63975,-73.77893,MDW,41.78598,-87.75242,825,928,9.466666667,1000,90,0,27,0,63,0,0
1,7,WN,119,LGA,40.63975,-73.77893,MDW,41.78598,-87.75242,1310,,0,1440,,1,,,,,
1,7,EV,5516,LGA,40.63975,-73.77893,MHT,42.93452,-71.43706,1135,1258,12.96666667,1245,91,0,8,0,0,83,0
1,7,EV,4976,LGA,40.63975,-73.77893,MHT,42.93452,-71.43706,2115,,0,2223,,1,,,,,
1,7,DL,1923,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1329,1326,13.43333333,1654,15,0,15,0,0,0,0
1,7,AA,1451,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1415,1424,14.4,1732,16,0,7,0,9,0,0
1,7,AA,1101,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,650,648,6.8,1008,17,0,17,0,0,0,0
1,7,AA,1531,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1355,1357,13.95,1718,21,0,21,0,0,0,0
1,7,AA,2395,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1650,1707,17.11666667,2018,23,0,6,0,0,17,0
1,7,AA,2387,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1915,1946,19.76666667,2230,40,0,9,0,21,10,0
1,7,DL,1855,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1515,1552,15.86666667,1853,44,0,7,0,37,0,0
1,7,AA,1133,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1055,1100,11,1416,47,0,47,0,0,0,0
1,7,AA,1445,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1525,1543,15.71666667,1859,48,0,30,0,0,18,0
1,7,AA,1599,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1815,1918,19.3,2136,52,0,0,0,9,43,0
1,7,AA,1483,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1950,2117,21.28333333,2308,79,0,0,0,18,61,0
1,7,AA,1082,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1215,1233,12.55,1536,80,0,62,0,0,18,0
1,7,AA,1646,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1055,1201,12.01666667,1408,84,0,18,0,66,0,0
1,7,F9,1253,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,945,1027,10.45,1305,94,0,92,0,2,0,0
1,7,DL,2301,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1100,1238,12.63333333,1431,99,0,29,0,7,63,0
1,7,AA,2351,JFK,40.63975,-73.77893,MIA,25.79325,-80.29056,1700,1953,19.88333333,2018,175,0,2,0,82,91,0
1,7,F9,1255,LGA,40.63975,-73.77893,MIA,25.79325,-80.29056,1720,2032,20.53333333,2040,191,0,88,0,0,100,3
1,7,WN,355,LGA,40.63975,-73.77893,MKE,42.94722,-87.89658,1035,1046,10.76666667,1210,41,0,30,0,0,11,0
1,7,WN,1714,LGA,40.63975,-73.77893,MKE,42.94722,-87.89658,1755,,0,1935,,1,,,,,
1,7,DL,2319,LGA,40.63975,-73.77893,MSP,44.88055,-93.21692,1015,1015,10.25,1238,25,0,25,0,0,0,0
1,7,DL,1819,LGA,40.63975,-73.77893,MSP,44.88055,-93.21692,1433,1450,14.83333333,1650,47,0,30,0,2,15,0
1,7,DL,1619,LGA,40.63975,-73.77893,MSP,44.88055,-93.21692,1630,1800,18,1901,48,0,0,0,0,48,0
1,7,DL,1715,LGA,40.63975,-73.77893,MSY,29.99339,-90.25803,1700,1827,18.45,1949,87,0,0,0,32,55,0
1,7,NK,921,LGA,40.63975,-73.77893,MYR,33.67975,-78.92833,1140,1254,12.9,1337,104,0,104,0,0,0,0
1,7,NK,188,LGA,40.63975,-73.77893,MYR,33.67975,-78.92833,1840,,0,2040,,1,,,,,
1,7,EV,5096,LGA,40.63975,-73.77893,OMA,41.30252,-95.89417,1955,,0,2221,,1,,,,,
1,7,AA,327,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1023,1012,10.2,1210,18,0,18,0,0,0,0
1,7,UA,673,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1000,1004,10.06666667,1145,22,0,22,0,0,0,0
1,7,AA,199,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,1710,1730,17.5,1906,26,0,6,0,12,8,0
1,7,B6,905,JFK,40.63975,-73.77893,ORD,41.9796,-87.90446,829,828,8.466666667,1018,27,0,27,0,0,0,0
1,7,UA,1606,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1100,1126,11.43333333,1247,34,0,34,0,0,0,0
1,7,AA,367,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,2055,2206,22.1,2235,50,0,0,0,0,48,2
1,7,AA,337,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1424,1435,14.58333333,1610,55,0,44,0,0,11,0
1,7,AA,355,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1805,1921,19.35,1956,61,0,0,0,20,41,0
1,7,AA,317,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,845,933,9.55,1030,68,0,20,0,48,0,0
1,7,AA,325,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,945,1020,10.33333333,1130,69,0,34,0,0,35,0
1,7,UA,681,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1227,1343,13.71666667,1410,69,0,0,0,0,5,64
1,7,NK,331,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,2155,2336,23.6,2322,83,0,83,0,0,0,0
1,7,AA,363,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1955,2219,22.31666667,2134,121,0,0,0,0,110,11
1,7,UA,1136,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1700,1858,18.96666667,1839,125,0,7,0,0,102,16
1,7,UA,691,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1800,2050,20.83333333,1940,146,0,0,0,0,137,9
1,7,UA,693,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1900,2257,22.95,2049,192,0,0,0,0,192,0
1,7,UA,741,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1600,,0,1745,,1,,,,,
1,7,AA,345,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,1709,,0,1900,,1,,,,,
1,7,UA,695,LGA,40.63975,-73.77893,ORD,41.9796,-87.90446,2000,,0,2145,,1,,,,,
1,7,MQ,3169,JFK,40.63975,-73.77893,ORF,36.89461,-76.20122,1530,1540,15.66666667,1705,22,0,12,0,0,2,8
1,7,MQ,3265,LGA,40.63975,-73.77893,ORF,36.89461,-76.20122,1620,1701,17.01666667,1752,36,0,0,0,36,0,0
1,7,MQ,3556,LGA,40.63975,-73.77893,ORF,36.89461,-76.20122,941,,0,1113,,1,,,,,
1,7,B6,2253,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,1840,1842,18.7,2140,17,0,15,0,2,0,0
1,7,DL,1814,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1435,1504,15.06666667,1752,21,0,0,0,0,14,7
1,7,DL,2395,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,754,811,8.183333333,1116,31,0,14,0,17,0,0
1,7,B6,753,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,1615,1656,16.93333333,1920,42,0,1,0,19,22,0
1,7,B6,2053,JFK,40.63975,-73.77893,PBI,26.68316,-80.09559,2146,2217,22.28333333,41,48,0,17,0,31,0,0
1,7,DL,2174,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1200,1253,12.88333333,1519,48,0,40,0,0,8,0
1,7,DL,876,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1035,1029,10.48333333,1406,55,0,55,0,0,0,0
1,7,B6,561,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1419,1547,15.78333333,1719,127,0,39,0,27,61,0
1,7,B6,1161,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1629,1922,19.36666667,1936,178,0,5,0,0,173,0
1,7,B6,761,LGA,40.63975,-73.77893,PBI,26.68316,-80.09559,1945,2320,23.33333333,2245,208,0,0,0,0,208,0
1,7,DL,2571,JFK,40.63975,-73.77893,PDX,45.58872,-122.5975,1959,2011,20.18333333,2330,,0,,,,,
1,7,US,597,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,959,1015,10.25,1336,27,0,11,16,0,0,0
1,7,US,433,JFK,40.63975,-73.77893,PHX,33.43417,-112.00806,630,637,6.616666667,1020,47,0,40,0,7,0,0
1,7,EV,5139,LGA,40.63975,-73.77893,PIT,40.49147,-80.23287,1220,1310,13.16666667,1404,72,0,22,0,7,43,0
1,7,EV,5405,LGA,40.63975,-73.77893,PIT,40.49147,-80.23287,1845,,0,2027,,1,,,,,
1,7,B6,108,JFK,40.63975,-73.77893,PWM,43.64617,-70.30875,2250,2307,23.11666667,2358,21,0,4,0,17,0,0
1,7,MQ,3463,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1012,1004,10.06666667,1201,19,0,19,0,0,0,0
1,7,B6,1185,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1726,1720,17.33333333,1912,20,0,20,0,0,0,0
1,7,MQ,3361,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1240,1250,12.83333333,1421,23,0,13,0,0,0,10
1,7,MQ,3257,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,2100,2152,21.86666667,2237,40,0,0,0,0,40,0
1,7,MQ,3364,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,929,946,9.766666667,1120,46,0,29,0,16,1,0
1,7,MQ,3465,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,815,826,8.433333333,958,83,0,72,0,11,0,0
1,7,MQ,3502,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1820,1945,19.75,2006,84,0,0,0,0,84,0
1,7,MQ,3305,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1305,1331,13.51666667,1447,89,0,63,0,26,0,0
1,7,EV,5393,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,830,1001,10.01666667,1030,108,0,17,0,91,0,0
1,7,MQ,3374,JFK,40.63975,-73.77893,RDU,35.87764,-78.78747,1959,2156,21.93333333,2145,149,0,32,0,0,117,0
1,7,MQ,3471,LGA,40.63975,-73.77893,RDU,35.87764,-78.78747,1700,,0,1847,,1,,,,,
1,7,EV,5145,LGA,40.63975,-73.77893,RIC,37.50517,-77.31967,1530,,0,1708,,1,,,,,
1,7,EV,5337,LGA,40.63975,-73.77893,RIC,37.50517,-77.31967,1900,,0,2030,,1,,,,,
1,7,B6,586,JFK,40.63975,-73.77893,ROC,43.11887,-77.67238,905,902,9.033333333,1029,20,0,20,0,0,0,0
1,7,EV,5450,LGA,40.63975,-73.77893,ROC,43.11887,-77.67238,1530,1747,17.78333333,1707,116,0,0,0,0,116,0
1,7,B6,929,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,630,626,6.433333333,945,15,0,15,0,0,0,0
1,7,B6,1129,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,1155,1158,11.96666667,1508,18,0,15,0,3,0,0
1,7,B6,329,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,2047,2038,20.63333333,2359,20,0,20,0,0,0,0
1,7,DL,496,JFK,40.63975,-73.77893,RSW,26.53617,-81.75517,1125,1228,12.46666667,1450,44,0,0,0,44,0,0
1,7,B6,1639,LGA,40.63975,-73.77893,RSW,26.53617,-81.75517,959,953,9.883333333,1327,53,0,53,0,0,0,0
1,7,B6,1041,JFK,40.63975,-73.77893,SAV,32.12758,-81.20214,1440,1511,15.18333333,1701,48,0,17,0,13,18,0
1,7,MQ,3599,LGA,40.63975,-73.77893,SDF,38.17439,-85.736,830,907,9.116666667,1045,77,0,40,0,0,37,0
1,7,MQ,3416,LGA,40.63975,-73.77893,SDF,38.17439,-85.736,1859,2116,21.26666667,2112,124,0,0,0,0,122,2
1,7,MQ,3168,LGA,40.63975,-73.77893,SDF,38.17439,-85.736,1355,,0,1604,,1,,,,,
1,7,DL,405,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,900,1014,10.23333333,1232,69,0,0,0,69,0,0
1,7,B6,263,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1729,1737,17.61666667,2045,,0,,,,,
1,7,DL,443,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1815,1912,19.2,2142,,0,,,,,
1,7,AA,235,JFK,40.63975,-73.77893,SEA,47.44898,-122.30931,1835,1919,19.31666667,2159,,0,,,,,
1,7,DL,432,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1430,1536,15.6,1818,41,0,41,0,0,0,0
1,7,UA,512,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1729,1835,18.58333333,2109,49,0,16,0,0,33,0
1,7,AA,163,JFK,40.63975,-73.77893,SFO,37.619,-122.37484,1955,2312,23.2,2335,193,0,0,0,0,180,13
1,7,DL,462,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,700,730,7.5,1034,23,0,0,0,0,0,23
1,7,B6,71,JFK,40.63975,-73.77893,SLC,40.78839,-111.97777,1834,1930,19.5,2152,57,0,1,0,15,41,0
1,7,B6,431,LGA,40.63975,-73.77893,SRQ,27.39533,-82.55411,1330,1402,14.03333333,1641,85,0,53,0,16,16,0
1,7,MQ,3620,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1425,1420,14.33333333,1614,33,0,33,0,0,0,0
1,7,MQ,2924,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1925,2033,20.55,2117,49,0,0,0,4,45,0
1,7,MQ,3134,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1040,1312,13.2,1234,159,0,7,0,96,56,0
1,7,MQ,3640,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1229,1438,14.63333333,1423,178,0,49,0,89,40,0
1,7,WN,307,LGA,40.63975,-73.77893,STL,38.74769,-90.35999,1855,,0,2100,,1,,,,,
1,7,B6,1816,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,2229,2255,22.91666667,2338,28,0,2,0,12,14,0
1,7,B6,116,JFK,40.63975,-73.77893,SYR,43.11119,-76.10631,944,1143,11.71666667,1055,117,0,0,0,117,0,0
1,7,B6,325,JFK,40.63975,-73.77893,TPA,27.97547,-82.53325,1425,1432,14.53333333,1725,28,0,21,0,7,0,0
